factor,atr_period,order_size,dema_length,0_cumulative_return,0_max_drawdown,0_sharpe_ratio,0_annual volatility,0_annualized_return,0_calmar,0_number_of_transactions,1_cumulative_return,1_max_drawdown,1_sharpe_ratio,1_annual volatility,1_annualized_return,1_calmar,1_number_of_transactions,2_cumulative_return,2_max_drawdown,2_sharpe_ratio,2_annual volatility,2_annualized_return,2_calmar,2_number_of_transactions,3_cumulative_return,3_max_drawdown,3_sharpe_ratio,3_annual volatility,3_annualized_return,3_calmar,3_number_of_transactions,4_cumulative_return,4_max_drawdown,4_sharpe_ratio,4_annual volatility,4_annualized_return,4_calmar,4_number_of_transactions
2.5,12,60,100,1.1552,0.4085,0.5948,0.1255,1.2578,0.4272,48,1.3528,0.5089,0.9605,0.1599,1.6165,0.7059,39,0.8678,0.5515,-0.2558,0.1523,0.7982,-0.1652,50,1.2506,0.1752,0.8806,0.1223,1.4267,1.438,45,1.1697,0.2066,0.7594,0.095,1.2826,0.8171,45
2.5,12,60,120,1.2211,0.3488,0.7912,0.1236,1.3737,0.6558,48,1.2329,0.5639,0.7262,0.1539,1.3947,0.4635,44,0.9046,0.5658,-0.1459,0.1502,0.8528,-0.0906,54,1.2716,0.1619,0.9482,0.1206,1.465,1.6511,45,1.1173,0.203,0.5529,0.0952,1.1927,0.6069,45
2.5,12,60,144,1.2787,0.3539,0.954,0.123,1.4779,0.7752,44,1.4531,0.57,1.1941,0.1519,1.8111,0.744,43,0.8749,0.5489,-0.2559,0.1465,0.8087,-0.1597,54,1.2084,0.1636,0.7755,0.1186,1.3509,1.3148,47,1.1135,0.2137,0.5446,0.0931,1.1861,0.5549,47
2.5,12,60,169,1.2223,0.3742,0.8056,0.121,1.3758,0.6092,46,1.3938,0.5614,1.0788,0.1514,1.695,0.6804,44,0.9281,0.5007,-0.0982,0.1417,0.8882,-0.065,52,1.1893,0.1455,0.7256,0.1166,1.3172,1.3604,48,1.0479,0.2423,0.2661,0.0931,1.0772,0.2391,50
2.5,12,60,252,1.3357,0.3196,1.1688,0.1143,1.584,0.9771,43,1.1816,0.6365,0.6115,0.152,1.3037,0.3416,46,1.0004,0.4197,0.1252,0.1395,1.0007,0.0973,50,1.1879,0.16,0.7276,0.115,1.3148,1.2229,49,1.2304,0.2021,1.0333,0.0896,1.3899,1.0721,45
2.5,12,60,576,1.283,0.3146,1.0634,0.1078,1.4859,0.8525,42,1.308,0.5876,0.9269,0.1441,1.5322,0.5316,41,1.2754,0.2739,0.9153,0.1289,1.472,1.0073,48,1.1744,0.2348,0.7225,0.1058,1.2911,0.7613,42,1.0622,0.219,0.3431,0.0829,1.1005,0.3037,44
2.5,12,60,676,1.2259,0.3131,0.8825,0.1079,1.3823,0.7114,44,1.6372,0.48,1.6739,0.1355,2.1891,1.1048,38,1.1747,0.2742,0.6496,0.1263,1.2915,0.6998,48,1.2268,0.2294,0.9099,0.104,1.3838,0.965,41,1.0984,0.1696,0.5207,0.0818,1.1608,0.5873,42
2.5,12,70,30,1.2143,0.4143,0.6925,0.1497,1.3614,0.5853,37,1.3836,0.7266,0.9302,0.1874,1.6754,0.5611,35,0.9473,0.6118,0.0509,0.1799,0.9175,0.035,43,1.2677,0.2282,0.8278,0.1461,1.4578,1.24,38,1.0985,0.2722,0.4398,0.1131,1.161,0.4277,40
2.5,12,70,60,1.2162,0.4035,0.7003,0.1484,1.3649,0.6023,40,1.3695,0.7376,0.9076,0.1871,1.6483,0.5383,36,0.9403,0.6118,0.0329,0.1797,0.9068,0.0226,44,1.2865,0.2386,0.8722,0.1458,1.4924,1.2466,39,1.1933,0.2365,0.757,0.1121,1.324,0.8395,40
2.5,12,70,100,1.1741,0.4989,0.6043,0.1452,1.2906,0.4113,48,1.3959,0.6134,0.9577,0.1848,1.6991,0.6747,39,0.8375,0.6425,-0.2535,0.1767,0.7544,-0.163,50,1.2888,0.2087,0.8921,0.142,1.4966,1.419,45,1.1928,0.2411,0.7644,0.1101,1.3231,0.8163,45
2.5,12,70,120,1.2531,0.4275,0.8029,0.1431,1.4313,0.6284,48,1.2521,0.6759,0.7179,0.1777,1.4294,0.4415,43,0.8794,0.6575,-0.143,0.1743,0.8153,-0.0887,54,1.3142,0.1937,0.9598,0.1399,1.5437,1.6218,45,1.1306,0.2361,0.5558,0.1103,1.2152,0.6074,45
2.5,12,70,144,1.3222,0.4329,0.967,0.1423,1.5588,0.7433,44,1.5185,0.7048,1.1929,0.1753,1.9424,0.6938,42,0.8459,0.6408,-0.2548,0.17,0.7664,-0.158,54,1.2381,0.1942,0.7851,0.1376,1.4041,1.3011,47,1.126,0.2499,0.5468,0.1078,1.2075,0.5519,47
2.5,12,70,169,1.2542,0.4523,0.8158,0.1401,1.4333,0.5907,46,1.4478,0.6929,1.0782,0.1749,1.8005,0.6363,43,0.9072,0.5848,-0.095,0.1643,0.8566,-0.0624,52,1.2156,0.1719,0.7351,0.1353,1.3638,1.3533,48,1.049,0.2827,0.2658,0.1078,1.0789,0.2371,50
2.5,12,70,252,1.3916,0.3891,1.182,0.1321,1.6907,0.9387,43,1.192,0.7772,0.6019,0.1758,1.322,0.3184,46,0.9914,0.4909,0.1322,0.1617,0.9864,0.1018,50,1.2141,0.1897,0.737,0.1335,1.3612,1.2124,49,1.2665,0.2389,1.0426,0.1038,1.4553,1.0598,45
2.5,12,70,576,1.3288,0.3802,1.0768,0.1247,1.5711,0.8256,42,1.3424,0.7223,0.9178,0.1664,1.5968,0.4943,41,1.319,0.3264,0.9303,0.1494,1.5527,0.9959,48,1.1987,0.2804,0.7315,0.1226,1.3339,0.748,42,1.0681,0.2546,0.3497,0.0959,1.1103,0.3082,44
2.5,12,70,676,1.2599,0.3753,0.8935,0.1248,1.4436,0.6946,44,1.7461,0.6003,1.6736,0.1561,2.425,1.0179,38,1.199,0.3274,0.6637,0.1465,1.3343,0.6944,48,1.2615,0.2729,0.9203,0.1205,1.4466,0.9506,41,1.1113,0.1976,0.5302,0.0948,1.1825,0.5948,42
2.5,12,75,30,1.226,0.4529,0.6972,0.1598,1.3824,0.5754,37,1.4014,0.7908,0.9275,0.1999,1.7097,0.5482,35,0.9377,0.6582,0.053,0.1922,0.9029,0.0362,43,1.2842,0.2459,0.8327,0.1562,1.4881,1.2365,38,1.1019,0.2921,0.44,0.1208,1.1665,0.4256,40
2.5,12,75,60,1.2282,0.441,0.705,0.1584,1.3863,0.5922,40,1.386,0.8027,0.9046,0.1995,1.6799,0.5258,36,0.9304,0.6582,0.0349,0.192,0.8916,0.0238,44,1.3046,0.258,0.8772,0.1558,1.5259,1.2388,39,1.2042,0.2541,0.7586,0.1197,1.3432,0.8359,40
2.5,12,75,100,1.1827,0.5467,0.6083,0.155,1.3057,0.4033,48,1.4155,0.6675,0.9559,0.1971,1.7372,0.6599,39,0.8217,0.6877,-0.2529,0.1889,0.7319,-0.1624,50,1.3073,0.2259,0.8971,0.1517,1.531,1.409,45,1.2037,0.2584,0.7661,0.1175,1.3424,0.8152,45
2.5,12,75,120,1.2684,0.4692,0.808,0.1527,1.4592,0.6149,48,1.2595,0.7334,0.7133,0.1895,1.4429,0.4309,43,0.866,0.7029,-0.1421,0.1863,0.7956,-0.0881,54,1.335,0.2099,0.9649,0.1495,1.5828,1.6071,45,1.1365,0.2526,0.5564,0.1178,1.2253,0.607,45
2.5,12,75,144,1.3436,0.4747,0.9727,0.1518,1.599,0.7276,44,1.5498,0.7767,1.1918,0.1869,2.0062,0.6705,42,0.8307,0.6867,-0.2549,0.1816,0.7447,-0.1576,54,1.2523,0.2098,0.7892,0.1471,1.4298,1.2939,47,1.1316,0.2681,0.5471,0.1151,1.217,0.5496,47
2.5,12,75,169,1.2695,0.4931,0.8201,0.1495,1.4611,0.5814,46,1.4732,0.763,1.0773,0.1864,1.8511,0.6156,43,0.896,0.6268,-0.094,0.1755,0.8398,-0.0615,52,1.2281,0.1853,0.7391,0.1446,1.3862,1.3492,49,1.0488,0.3028,0.2648,0.1151,1.0786,0.2355,50
2.5,12,75,252,1.4194,0.4257,1.1878,0.141,1.7448,0.92,43,1.1951,0.8512,0.5966,0.1876,1.3274,0.3074,46,0.986,0.5266,0.135,0.1727,0.9779,0.1036,50,1.2266,0.2049,0.741,0.1426,1.3834,1.2061,49,1.2843,0.2576,1.0464,0.1108,1.4879,1.0529,45
2.5,12,75,576,1.3515,0.4145,1.0826,0.133,1.614,0.8121,42,1.3577,0.7937,0.9128,0.1774,1.6257,0.477,41,1.3404,0.3533,0.9371,0.1596,1.593,0.9897,48,1.2103,0.3039,0.7352,0.131,1.3545,0.741,42,1.0706,0.2724,0.3521,0.1024,1.1145,0.3097,44
2.5,12,75,676,1.2764,0.4075,0.8981,0.1331,1.4738,0.6859,44,1.8004,0.6653,1.6728,0.1663,2.5459,0.9778,38,1.2106,0.3548,0.6701,0.1565,1.3549,0.6911,48,1.2785,0.2952,0.9246,0.1287,1.4777,0.9428,41,1.1174,0.2115,0.534,0.1012,1.1927,0.5976,42
2.5,12,80,30,1.2372,0.4928,0.7015,0.1699,1.4026,0.5655,37,1.4177,0.8565,0.9246,0.2123,1.7414,0.5358,35,0.9276,0.7047,0.0548,0.2045,0.8874,0.0372,43,1.3002,0.2638,0.8372,0.1662,1.5177,1.2329,38,1.1047,0.3121,0.4397,0.1284,1.1713,0.4233,40
2.5,12,80,60,1.2396,0.4797,0.7093,0.1683,1.4069,0.5821,40,1.401,0.8691,0.9014,0.2119,1.7089,0.5138,36,0.9198,0.7047,0.0366,0.2042,0.8756,0.0248,44,1.3223,0.2777,0.8817,0.1658,1.5589,1.231,39,1.2146,0.2718,0.7597,0.1272,1.3618,0.832,40
2.5,12,80,100,1.1908,0.5962,0.612,0.1647,1.3199,0.3954,48,1.4338,0.7229,0.9538,0.2093,1.7729,0.6457,39,0.8056,0.7327,-0.2525,0.2009,0.7093,-0.1619,51,1.3255,0.2433,0.9018,0.1614,1.565,1.399,45,1.2143,0.2756,0.7674,0.1249,1.3612,0.8138,45
2.5,12,80,120,1.2833,0.5126,0.8126,0.1623,1.4865,0.6015,48,1.2655,0.7919,0.7085,0.2011,1.4539,0.4208,43,0.8522,0.7481,-0.1415,0.1981,0.7755,-0.0876,54,1.3556,0.2265,0.9696,0.1591,1.6217,1.5925,45,1.142,0.269,0.5567,0.1252,1.2347,0.6062,45
2.5,12,80,144,1.3646,0.518,0.978,0.1613,1.639,0.7123,44,1.5799,0.8517,1.1904,0.1983,2.0686,0.6482,42,0.8152,0.7326,-0.2552,0.1931,0.7228,-0.1573,54,1.2661,0.2255,0.7929,0.1565,1.4549,1.2867,47,1.1368,0.2862,0.547,0.1224,1.2258,0.547,47
2.5,12,80,169,1.2843,0.5351,0.824,0.1589,1.4883,0.5721,46,1.4976,0.836,1.0762,0.1979,1.8999,0.5958,43,0.8843,0.6687,-0.0933,0.1866,0.8225,-0.0609,52,1.2402,0.1987,0.7427,0.1539,1.4079,1.345,48,1.0481,0.3229,0.2634,0.1224,1.0775,0.2335,50
2.5,12,80,252,1.4471,0.4634,1.1931,0.1498,1.7992,0.9017,43,1.1967,0.9276,0.5911,0.1992,1.3303,0.2969,46,0.98,0.5622,0.1375,0.1837,0.9684,0.1051,50,1.2386,0.2203,0.7447,0.1517,1.4051,1.1993,49,1.3019,0.2765,1.0497,0.1178,1.5204,1.0458,45
2.5,12,80,576,1.374,0.4498,1.088,0.1412,1.6569,0.7986,42,1.3716,0.8678,0.9076,0.1883,1.6522,0.4605,41,1.3615,0.3808,0.9435,0.1697,1.6331,0.9832,48,1.2216,0.3278,0.7386,0.1392,1.3744,0.7337,42,1.0728,0.29,0.354,0.1089,1.1181,0.3108,44
2.5,12,80,676,1.2925,0.4404,0.9023,0.1413,1.5036,0.6772,44,1.8544,0.7337,1.6715,0.1764,2.6684,0.9397,38,1.2217,0.3827,0.676,0.1664,1.3748,0.6876,48,1.2952,0.3179,0.9286,0.1368,1.5084,0.9348,41,1.1232,0.2254,0.5374,0.1076,1.2026,0.6,42
2.5,12,85,30,1.2479,0.5339,0.7055,0.1799,1.4218,0.5558,37,1.4325,0.9235,0.9215,0.2245,1.7705,0.524,35,0.9169,0.7516,0.0563,0.2167,0.8711,0.038,44,1.3158,0.2819,0.8414,0.1761,1.5467,1.2293,38,1.107,0.3321,0.4391,0.136,1.1753,0.4207,40
2.5,12,85,60,1.2506,0.5195,0.7133,0.1782,1.4267,0.5721,40,1.4145,0.9369,0.898,0.2241,1.7351,0.5023,36,0.9087,0.7516,0.0381,0.2164,0.8588,0.0256,45,1.3395,0.2976,0.886,0.1757,1.5913,1.2232,39,1.2246,0.2896,0.7606,0.1347,1.3796,0.8278,40
2.5,12,85,100,1.1983,0.6475,0.6153,0.1744,1.3331,0.3875,48,1.4507,0.7794,0.9515,0.2214,1.8063,0.6321,39,0.7892,0.7776,-0.2525,0.2129,0.6864,-0.1617,50,1.3434,0.2609,0.9061,0.1711,1.5986,1.389,45,1.2244,0.2928,0.7683,0.1323,1.3793,0.8122,46
2.5,12,85,120,1.2978,0.5576,0.817,0.1718,1.5132,0.5884,48,1.2701,0.8513,0.7035,0.2127,1.4623,0.411,43,0.8379,0.7929,-0.1411,0.21,0.755,-0.0874,54,1.3758,0.2433,0.9741,0.1686,1.6604,1.5782,45,1.147,0.2853,0.5566,0.1326,1.2433,0.6051,45
2.5,12,85,144,1.3853,0.563,0.983,0.1708,1.6787,0.6972,44,1.609,0.9298,1.1888,0.2097,2.1294,0.627,42,0.7994,0.7783,-0.2558,0.2046,0.7006,-0.1573,54,1.2794,0.2414,0.7963,0.1658,1.4792,1.2795,47,1.1415,0.3044,0.5466,0.1296,1.2338,0.5442,47
2.5,12,85,169,1.2986,0.5782,0.8276,0.1682,1.5147,0.5629,46,1.5208,0.9119,1.0749,0.2093,1.9469,0.577,43,0.8722,0.7106,-0.0928,0.1977,0.8046,-0.0604,52,1.2517,0.2126,0.7461,0.1631,1.4288,1.3384,48,1.047,0.343,0.2617,0.1296,1.0757,0.2313,50
2.5,12,85,252,1.4747,0.5024,1.1981,0.1585,1.8539,0.8837,43,1.197,1.0064,0.5854,0.2109,1.3308,0.2868,46,0.9735,0.5978,0.1398,0.1946,0.9582,0.1064,50,1.2502,0.236,0.748,0.1608,1.426,1.1917,49,1.3192,0.2956,1.0526,0.1247,1.5527,1.0384,45
2.5,12,85,576,1.3963,0.4861,1.0929,0.1494,1.6998,0.7853,42,1.3841,0.9446,0.9021,0.1991,1.6764,0.4447,41,1.3823,0.4086,0.9495,0.1797,1.6729,0.9766,48,1.2324,0.3521,0.7415,0.1475,1.3938,0.7263,42,1.0748,0.3076,0.3556,0.1152,1.1213,0.3117,44
2.5,12,85,676,1.3084,0.4739,0.9061,0.1495,1.5329,0.6685,44,1.9082,0.8055,1.6699,0.1864,2.7924,0.9036,38,1.2325,0.4111,0.6817,0.1763,1.394,0.6839,48,1.3115,0.3409,0.9322,0.1449,1.5388,0.9267,41,1.1287,0.2393,0.5405,0.1139,1.212,0.6019,42
2.5,12,90,30,1.258,0.5763,0.7092,0.1898,1.4402,0.5462,38,1.4459,0.9918,0.9183,0.2368,1.7968,0.5126,35,0.9055,0.7986,0.0577,0.2288,0.8541,0.0387,44,1.3309,0.3,0.8454,0.186,1.575,1.2258,38,1.1089,0.3521,0.4382,0.1435,1.1784,0.4179,41
2.5,12,90,60,1.2609,0.5606,0.717,0.188,1.4455,0.5623,41,1.4265,1.006,0.8945,0.2363,1.7586,0.4913,36,0.897,0.7986,0.0393,0.2285,0.8413,0.0263,45,1.3563,0.3177,0.89,0.1856,1.6231,1.2155,39,1.2342,0.3074,0.7611,0.1422,1.3968,0.8234,40
2.5,12,90,100,1.2053,0.7006,0.6183,0.184,1.3455,0.3797,49,1.4662,0.837,0.9491,0.2334,1.8371,0.619,39,0.7725,0.8222,-0.2526,0.2249,0.6635,-0.1615,50,1.3608,0.2789,0.9103,0.1807,1.6317,1.3791,45,1.2342,0.3099,0.769,0.1396,1.3967,0.8103,45
2.5,12,90,120,1.3118,0.6043,0.821,0.1812,1.5392,0.5756,49,1.2733,0.9116,0.6984,0.2242,1.4682,0.4016,43,0.8232,0.8375,-0.141,0.2218,0.7341,-0.0873,55,1.3957,0.2604,0.9782,0.1781,1.6987,1.5642,45,1.1515,0.3016,0.5562,0.1399,1.2511,0.6038,45
2.5,12,90,144,1.4057,0.6095,0.9876,0.1801,1.718,0.6825,44,1.6369,1.011,1.187,0.221,2.1884,0.6067,42,0.7833,0.8239,-0.2566,0.2161,0.6783,-0.1574,54,1.2922,0.2573,0.7995,0.1752,1.5029,1.2725,47,1.1457,0.3226,0.5459,0.1367,1.2411,0.5412,47
2.5,12,90,169,1.3124,0.6225,0.8308,0.1774,1.5405,0.5538,46,1.5429,0.9908,1.0734,0.2206,1.992,0.5589,43,0.8596,0.7523,-0.0926,0.2088,0.7863,-0.0601,52,1.2628,0.2268,0.7491,0.1722,1.449,1.3305,48,1.0455,0.3631,0.2597,0.1368,1.0732,0.2289,50
2.5,12,90,252,1.5021,0.5426,1.2027,0.1671,1.909,0.8663,43,1.1959,1.0876,0.5796,0.2224,1.3289,0.2772,46,0.9664,0.6333,0.1418,0.2055,0.9471,0.1076,50,1.2613,0.2524,0.751,0.1698,1.4462,1.1812,49,1.3364,0.315,1.0552,0.1315,1.5849,1.0309,45
2.5,12,90,576,1.4184,0.5234,1.0976,0.1575,1.7428,0.7722,42,1.3954,1.0241,0.8966,0.2099,1.6981,0.4297,41,1.4028,0.4369,0.9553,0.1897,1.7125,0.9699,48,1.2428,0.3769,0.7442,0.1557,1.4126,0.7188,42,1.0764,0.3252,0.3569,0.1216,1.1241,0.3122,44
2.5,12,90,676,1.3238,0.5082,0.9095,0.1577,1.5617,0.6598,44,1.9616,0.8808,1.668,0.1963,2.9178,0.8693,38,1.2428,0.44,0.6871,0.1862,1.4126,0.68,48,1.3276,0.3643,0.9355,0.153,1.5688,0.9185,41,1.1341,0.2532,0.5432,0.1203,1.2211,0.6036,42
2.5,12,100,30,0.4346,0.9971,-0.9161,0.2894,0.266,-0.6217,1,-2.8391,4.3422,-1.3182,21.9319,-5.2509,-15.5695,1,1.0012,0.6635,0.194,0.189,1.0018,0.1292,1,1.6194,0.2485,1.7557,0.1247,2.1513,2.0596,1,0.8298,0.4552,-0.2673,0.1789,0.7435,-0.2457,1
2.5,12,100,60,0.538,0.8854,-0.7456,0.2592,0.3734,-0.5104,3,-2.8391,4.3422,-1.3182,21.9319,-5.2509,-15.5695,1,0.9752,0.6759,0.1276,0.1847,0.9609,0.0816,3,1.82,0.243,2.0171,0.1348,2.59,2.616,3,0.7322,0.5312,-0.4567,0.2007,0.6096,-0.4036,3
2.5,12,100,100,0.563,0.6881,-1.0532,0.1963,0.4013,-0.7024,14,0.1267,1.1173,-0.6982,0.6306,0.0375,-0.9215,11,0.6148,1.0891,-0.5404,0.2543,0.4616,-0.295,11,1.5032,0.3499,1.2841,0.1528,1.9114,1.3116,7,0.652,0.548,-0.7125,0.199,0.5069,-0.6053,8
2.5,12,100,120,0.5536,0.6765,-1.0833,0.1971,0.3907,-0.7381,14,0.1352,1.0565,-1.2873,0.4701,0.0416,-1.3395,15,0.5958,1.1049,-0.5975,0.2533,0.4391,-0.3204,13,1.7223,0.3698,1.6154,0.1589,2.3728,1.6227,7,0.7289,0.443,-0.4895,0.1957,0.6052,-0.506,6
2.5,12,100,144,0.5303,0.6934,-1.0994,0.2068,0.3649,-0.7666,11,0.1777,1.0431,-1.1977,0.4369,0.0642,-1.173,17,0.4437,1.3558,-0.733,0.3185,0.2749,-0.4027,15,1.7955,0.3914,1.7026,0.1618,2.5348,1.6456,11,0.8623,0.4797,-0.2273,0.1641,0.7903,-0.1818,4
2.5,12,100,169,0.2226,0.7847,-1.1039,0.4129,0.0918,-1.3584,15,0.1777,1.0431,-1.1977,0.4369,0.0642,-1.173,17,0.9177,0.9867,0.1929,0.2929,0.8725,0.1339,15,1.7284,0.397,1.5855,0.164,2.386,1.5314,11,0.7294,0.6064,-0.5144,0.1902,0.6058,-0.3775,6
2.5,12,100,252,0.317,0.7556,-0.9047,0.3737,0.1611,-1.0464,11,0.0863,1.0811,-0.7895,0.6707,0.0204,-1.1453,19,0.8823,0.9227,0.0906,0.2687,0.8195,0.0617,15,1.6626,0.4514,1.3611,0.1851,2.2434,1.3055,15,0.787,0.6543,-0.4399,0.1689,0.6835,-0.2656,6
2.5,12,100,576,0.8601,0.8304,0.0287,0.2599,0.787,0.021,10,-1.2682,2.6215,-2.344,16.5441,-1.4588,-34.592,7,1.0729,0.5266,0.342,0.1672,1.1183,0.2539,27,2.0087,0.3761,1.9124,0.171,3.0298,2.0333,22,0.6129,0.6982,-0.6503,0.233,0.4596,-0.5076,3
2.5,12,100,676,0.7933,0.868,-0.0662,0.2746,0.6921,-0.049,12,0.1327,1.1239,-0.7406,4.3811,0.0404,-6.7511,7,1.0136,0.5113,0.2036,0.1734,1.0217,0.1615,25,1.8806,0.3437,1.7685,0.1684,2.7286,2.0259,26,0.5934,0.5439,-1.2576,0.1584,0.4366,-0.8566,3
2.5,14,50,30,1.1487,0.2659,0.6227,0.1086,1.2464,0.5947,37,1.3401,0.4701,1.036,0.1366,1.5924,0.7042,34,0.8597,0.4503,-0.3882,0.1298,0.7864,-0.2616,47,1.0424,0.2685,0.2405,0.1068,1.0682,0.2237,42,1.0469,0.2373,0.2694,0.0819,1.0756,0.2174,42
2.5,14,50,60,1.1451,0.2596,0.6138,0.1076,1.2403,0.5948,41,1.3305,0.478,1.0147,0.1364,1.5743,0.6771,35,0.8935,0.4155,-0.2667,0.1285,0.8361,-0.1929,49,1.0437,0.2848,0.2456,0.1062,1.0704,0.2141,44,1.1103,0.2122,0.5794,0.0812,1.1807,0.5185,42
2.5,14,50,100,1.1139,0.3172,0.5091,0.1055,1.1871,0.3959,48,1.3401,0.3917,1.0465,0.1347,1.5924,0.8413,39,0.8523,0.4316,-0.4396,0.1257,0.7757,-0.2995,53,1.0808,0.2381,0.3907,0.1031,1.1315,0.3955,48,1.1302,0.1966,0.6827,0.0796,1.2145,0.6466,47
2.5,14,50,120,1.1812,0.2733,0.7535,0.1041,1.3031,0.6714,47,1.2406,0.44,0.8207,0.1297,1.4087,0.5658,42,0.8525,0.45,-0.4459,0.1245,0.776,-0.2885,58,1.0959,0.2198,0.4509,0.1017,1.1566,0.4876,49,1.0834,0.192,0.4564,0.0793,1.1356,0.4411,49
2.5,14,50,144,1.2274,0.2778,0.9145,0.1036,1.3849,0.7973,44,1.4081,0.4539,1.2502,0.1281,1.7228,0.825,41,0.8221,0.4364,-0.5855,0.1224,0.7325,-0.384,58,1.0511,0.226,0.2762,0.1,1.0825,0.2856,50,1.0848,0.1978,0.4702,0.0775,1.1381,0.4312,48
2.5,14,50,169,1.1868,0.2974,0.7844,0.1019,1.3129,0.6288,46,1.3591,0.4479,1.1346,0.1277,1.6283,0.7561,42,0.8876,0.3848,-0.3396,0.1181,0.8273,-0.2438,56,1.0849,0.1675,0.4173,0.0968,1.1382,0.564,52,1.0326,0.2041,0.1983,0.0775,1.0523,0.1762,51
2.5,14,50,252,1.2725,0.252,1.1253,0.0964,1.4667,1.0065,43,1.188,0.5141,0.6827,0.128,1.3149,0.3976,45,0.9519,0.3182,-0.0916,0.1164,0.9247,-0.0783,54,1.0789,0.1849,0.3957,0.0952,1.1283,0.4763,54,1.1755,0.1738,0.9414,0.0746,1.2928,0.9454,48
2.5,14,50,576,1.2295,0.2493,1.0165,0.0911,1.3887,0.8687,42,1.2944,0.472,1.0047,0.1216,1.507,0.6053,40,1.1292,0.2024,0.5606,0.1068,1.213,0.6918,51,1.0715,0.2539,0.3786,0.0874,1.1161,0.3049,46,1.0382,0.2006,0.2349,0.0689,1.0613,0.1887,46
2.5,14,50,676,1.1831,0.2507,0.8355,0.0912,1.3064,0.7109,43,1.5549,0.3781,1.7341,0.1146,2.0168,1.2286,37,1.0764,0.2544,0.3713,0.1048,1.1242,0.3577,51,1.1111,0.2195,0.5621,0.0859,1.1823,0.5147,45,1.0672,0.1613,0.4093,0.0679,1.1087,0.4031,44
2.5,14,60,30,1.1728,0.3317,0.636,0.1292,1.2883,0.5796,37,1.3958,0.586,1.0346,0.1622,1.6989,0.6699,34,0.8261,0.5394,-0.3812,0.155,0.7381,-0.2561,46,1.0438,0.3233,0.2506,0.1276,1.0706,0.2312,42,1.0499,0.2852,0.2722,0.0976,1.0804,0.2179,42
2.5,14,60,60,1.1685,0.3237,0.6269,0.1281,1.2808,0.5801,41,1.3837,0.5957,1.0128,0.162,1.6755,0.6439,35,0.8653,0.4996,-0.259,0.1535,0.7946,-0.1861,48,1.0454,0.3448,0.2553,0.1268,1.0731,0.2195,45,1.1268,0.2556,0.5852,0.0967,1.2088,0.5179,42
2.5,14,60,100,1.1305,0.3972,0.5209,0.1256,1.2153,0.3851,47,1.3972,0.4875,1.0469,0.1599,1.7015,0.803,39,0.8178,0.5143,-0.4337,0.1501,0.7263,-0.296,53,1.0907,0.2899,0.4016,0.1231,1.148,0.3989,48,1.1514,0.2358,0.6897,0.0948,1.2509,0.6484,47
2.5,14,60,120,1.2134,0.3443,0.7682,0.1239,1.3599,0.6465,47,1.2732,0.5446,0.8156,0.1539,1.4679,0.539,42,0.8181,0.5345,-0.4401,0.1487,0.7269,-0.2863,58,1.109,0.268,0.4619,0.1214,1.1787,0.4892,49,1.0942,0.2293,0.4608,0.0945,1.1537,0.4443,48
2.5,14,60,144,1.2706,0.3493,0.9306,0.1232,1.4631,0.7676,44,1.4835,0.5799,1.2518,0.152,1.8716,0.767,41,0.7833,0.5199,-0.5812,0.1461,0.6783,-0.382,58,1.0548,0.2751,0.2853,0.1194,1.0884,0.2896,50,1.0961,0.2368,0.4743,0.0923,1.1568,0.4326,48
2.5,14,60,169,1.22,0.3694,0.7977,0.1213,1.3717,0.6126,46,1.4229,0.5712,1.1367,0.1515,1.7515,0.7051,42,0.8596,0.4609,-0.3327,0.141,0.7863,-0.2379,56,1.096,0.2041,0.4276,0.1156,1.1569,0.5665,52,1.033,0.245,0.1999,0.0923,1.0529,0.1761,51
2.5,14,60,252,1.327,0.3154,1.1417,0.1146,1.5677,0.9702,43,1.209,0.6488,0.6757,0.1522,1.352,0.3705,45,0.9359,0.3818,-0.0808,0.1389,0.9001,-0.0688,54,1.0889,0.2258,0.4057,0.1136,1.1449,0.4775,53,1.2081,0.2114,0.9527,0.0888,1.3501,0.9366,48
2.5,14,60,576,1.2742,0.3096,1.0331,0.1083,1.4698,0.8449,42,1.3403,0.6,0.9986,0.1443,1.5927,0.5615,40,1.1503,0.2463,0.5761,0.1274,1.2492,0.6968,51,1.0806,0.3092,0.3879,0.1043,1.131,0.3059,46,1.0417,0.2398,0.2434,0.082,1.0671,0.1947,46
2.5,14,60,676,1.2165,0.3087,0.8494,0.1084,1.3654,0.6975,43,1.6715,0.4886,1.7376,0.1356,2.2623,1.1281,37,1.0862,0.31,0.3856,0.125,1.1405,0.3636,51,1.1288,0.2683,0.5726,0.1025,1.2123,0.5113,45,1.0772,0.193,0.421,0.0809,1.1253,0.4128,44
2.5,14,70,30,1.1948,0.4017,0.6465,0.1496,1.3269,0.5632,37,1.4465,0.7087,1.0315,0.1874,1.7979,0.638,34,0.7913,0.6277,-0.3763,0.18,0.6893,-0.2523,46,1.043,0.3781,0.2583,0.1482,1.0692,0.2366,42,1.0508,0.333,0.272,0.113,1.0819,0.216,42
2.5,14,70,60,1.1899,0.3918,0.6374,0.1482,1.3182,0.564,41,1.4317,0.7201,1.0091,0.1871,1.7688,0.613,35,0.8356,0.5836,-0.2535,0.1782,0.7516,-0.181,48,1.0447,0.4055,0.2625,0.1472,1.072,0.2228,44,1.1415,0.2992,0.5879,0.112,1.2339,0.5148,42
